Store_Key,Store_Name,Channel,Store_Grade,Region_Key,Sub_Channel,Payment_Term,Latitude,Longitude
922,Hypermarket Wells-Harris,Traditional Trade,Class A,27,Wholesale,Credit 15 Days,27.672085,32.509754
923,Hypermarket Perez Schmidt and Smith,Traditional Trade,Class A,21,Kiosk,Credit 30 Days,28.073343,29.353096
924,Market Avery Group,HORECA,Class A,1,Restaurant,Credit 30 Days,27.117025,31.731645
925,Supermarket Atkins Graham and Chung,HORECA,Class B,32,Wholesale,Cash,28.55501,32.910953
926,Grocery Daniel Noble and Clark,HORECA,Class B,30,Restaurant,Credit 30 Days,27.075207,31.090529
927,Market Salinas and Sons,Modern Trade,Class A,10,Kiosk,Credit 15 Days,28.561569,30.188229
928,Supermarket Melton LLC,Traditional Trade,Class B,4,Cafeteria,Credit 30 Days,27.305895,32.659973
929,Hypermarket Smith Thompson and Gonzalez,Traditional Trade,Class A,26,Wholesale,Credit 15 Days,31.427007,29.929872
930,Market Gray-Morgan,Traditional Trade,Class C,9,Cafeteria,Cash,28.113849,32.159386
931,Market Cline Floyd and Valdez,Modern Trade,Class B,3,Cafeteria,Credit 15 Days,30.894228,32.943793
932,Market Jackson PLC,HORECA,Class B,15,Cafeteria,Credit 30 Days,31.344501,31.802831
933,Hypermarket Barnett LLC,Traditional Trade,Class A,17,Wholesale,Credit 15 Days,31.470122,31.6778
934,Hypermarket Gonzalez-Hale,HORECA,Class A,3,Mini Market,Credit 30 Days,30.843088,30.173423
935,Supermarket Matthews Ltd,HORECA,Class C,8,Restaurant,Cash,28.02971,31.732511
936,Grocery Leon Group,HORECA,Class A,28,Wholesale,Credit 15 Days,30.167873,31.22223
937,Grocery Romero Johnson and Simon,HORECA,Class B,16,Supermarket,Cash,27.28784,30.941472
938,Hypermarket Phillips Macdonald and Romero,Modern Trade,Class A,31,Kiosk,Credit 30 Days,29.785185,31.825005
939,Supermarket Sanders Group,Traditional Trade,Class A,3,Restaurant,Credit 15 Days,27.310177,31.15707
940,Hypermarket Peterson Group,Modern Trade,Class A,30,Mini Market,Credit 30 Days,28.677225,29.002699
941,Hypermarket Arroyo-Robertson,Modern Trade,Class C,33,Kiosk,Credit 15 Days,29.908039,32.353131
942,Supermarket Carrillo PLC,Modern Trade,Class B,18,Supermarket,Credit 15 Days,27.050078,32.958458
943,Hypermarket Chavez Group,Traditional Trade,Class C,3,Kiosk,Credit 30 Days,30.815981,32.830084
944,Market Walker-Hood,HORECA,Class B,33,Kiosk,Cash,30.055507,32.508661
945,Supermarket Torres-Ramirez,Modern Trade,Class A,21,Restaurant,Credit 15 Days,31.013432,29.759794
946,Market Contreras and Sons,Traditional Trade,Class C,15,Kiosk,Credit 15 Days,30.157185,29.146974
947,Grocery Park-Morris,Modern Trade,Class B,8,Supermarket,Cash,30.561411,29.362925
948,Hypermarket Donovan Reynolds and Young,HORECA,Class A,10,Mini Market,Cash,27.992745,32.769078
949,Market Singh-Garrett,HORECA,Class A,17,Kiosk,Credit 30 Days,27.651281,30.556761
950,Supermarket Turner Martinez and Kane,HORECA,Class C,15,Supermarket,Credit 15 Days,27.873982,30.211675
951,Supermarket Patrick Murphy and Lara,Traditional Trade,Class B,35,Kiosk,Credit 15 Days,27.209291,31.351467
952,Supermarket Evans Inc,Traditional Trade,Class A,6,Cafeteria,Cash,30.383568,31.418795
953,Market Palmer Ltd,Traditional Trade,Class A,18,Supermarket,Credit 30 Days,27.720071,32.54037
954,Grocery Lin-Dominguez,Traditional Trade,Class B,30,Cafeteria,Credit 15 Days,28.907102,31.346448
955,Grocery Crawford Villarreal and Stephenson,Modern Trade,Class C,7,Wholesale,Cash,27.256508,29.075841
956,Hypermarket Gomez-Rodriguez,HORECA,Class A,22,Restaurant,Credit 30 Days,31.175429,29.270469
957,Supermarket Porter-Riley,HORECA,Class A,31,Restaurant,Credit 30 Days,29.362157,32.759466
958,Hypermarket Castillo Trujillo and Delacruz,Traditional Trade,Class B,3,Mini Market,Cash,29.902891,29.177198
959,Grocery Brown PLC,Traditional Trade,Class C,15,Kiosk,Credit 30 Days,27.224556,31.682399
960,Hypermarket Forbes Ltd,Traditional Trade,Class B,10,Restaurant,Credit 15 Days,30.267766,30.5357
961,Supermarket Bell Smith and Bryan,HORECA,Class A,5,Restaurant,Credit 30 Days,29.276035,29.492198
962,Market Hansen-Morris,HORECA,Class B,17,Kiosk,Credit 15 Days,27.374027,30.097856
963,Market Jenkins PLC,Modern Trade,Class B,9,Supermarket,Cash,31.028136,31.909741
964,Supermarket Potts PLC,HORECA,Class B,20,Cafeteria,Credit 30 Days,28.786579,30.214535
965,Market Thomas Obrien and Howell,Traditional Trade,Class B,17,Kiosk,Credit 15 Days,27.460905,32.122751
966,Market Lane-Harris,HORECA,Class C,29,Kiosk,Cash,29.161388,29.389106
967,Hypermarket Duran and Sons,Modern Trade,Class B,21,Wholesale,Credit 30 Days,31.368705,29.779417
968,Hypermarket Hernandez PLC,Modern Trade,Class A,30,Kiosk,Credit 30 Days,27.162928,30.246975
969,Hypermarket Butler Parker and Heath,HORECA,Class A,4,Kiosk,Cash,27.396885,30.57403
970,Grocery Cole Gonzales and Johnson,Modern Trade,Class A,5,Kiosk,Credit 15 Days,31.240961,32.758211
971,Supermarket Phillips-Sullivan,Modern Trade,Class C,33,Kiosk,Credit 30 Days,27.689126,30.878358
972,Supermarket Gibson Walker and Lopez,HORECA,Class A,8,Mini Market,Credit 15 Days,30.4741,30.649541
973,Hypermarket Hernandez-Munoz,HORECA,Class C,3,Kiosk,Credit 15 Days,27.417662,30.58924
974,Grocery Graham Gibbs and York,Traditional Trade,Class A,9,Supermarket,Cash,28.826373,30.965758
975,Supermarket Jenkins Sullivan and Foster,HORECA,Class B,32,Mini Market,Cash,30.142867,30.395964
976,Hypermarket Reed-Tate,Modern Trade,Class B,22,Kiosk,Credit 30 Days,29.139866,29.485133
977,Grocery Harrell Silva and Harris,Modern Trade,Class C,13,Cafeteria,Cash,29.575684,32.185616
978,Grocery Byrd-Stephens,Modern Trade,Class A,31,Cafeteria,Cash,31.095646,29.203928
979,Market Booth Inc,HORECA,Class C,7,Kiosk,Credit 15 Days,28.625329,29.248604
980,Hypermarket Jefferson Atkins and Miller,Traditional Trade,Class C,6,Wholesale,Cash,27.237167,31.924356
981,Grocery Dillon-Williams,Modern Trade,Class C,1,Supermarket,Credit 15 Days,30.024791,30.882048
982,Grocery Reeves Inc,HORECA,Class C,31,Supermarket,Credit 15 Days,28.099084,29.993681
983,Hypermarket Hart-Martin,Modern Trade,Class B,29,Mini Market,Credit 30 Days,31.004444,30.979763
984,Grocery Potts-Petersen,Modern Trade,Class B,22,Cafeteria,Cash,27.993013,32.647484
985,Grocery Hardin PLC,Modern Trade,Class C,25,Mini Market,Credit 30 Days,29.85205,31.754383
986,Grocery Henry Ltd,HORECA,Class A,29,Cafeteria,Credit 30 Days,30.016335,29.619035
987,Grocery Johnson Grant and Galloway,Traditional Trade,Class B,27,Wholesale,Cash,31.271835,30.027393
988,Grocery Martinez-Olsen,Modern Trade,Class C,24,Restaurant,Credit 15 Days,29.980564,31.972112
989,Grocery Wright PLC,HORECA,Class B,30,Supermarket,Credit 30 Days,27.16879,32.711119
990,Hypermarket Harper Alvarado and Nixon,Traditional Trade,Class A,28,Mini Market,Credit 30 Days,30.864463,30.303901
991,Hypermarket Robertson Contreras and Franklin,HORECA,Class C,18,Wholesale,Credit 15 Days,31.285503,31.265009
992,Grocery Young-Cline,HORECA,Class C,20,Restaurant,Cash,28.755432,32.48618
993,Market Moore-Hudson,Traditional Trade,Class B,5,Cafeteria,Cash,30.372235,29.456635
994,Market Campos LLC,Modern Trade,Class A,20,Restaurant,Cash,28.239576,29.944432
995,Hypermarket Sanchez Wood and Benitez,Traditional Trade,Class A,4,Supermarket,Cash,30.875124,31.722166
996,Hypermarket Norman Barnes and Mcdowell,Modern Trade,Class C,10,Restaurant,Credit 30 Days,27.358158,29.663261
997,Supermarket Wolfe Pena and Mcconnell,Modern Trade,Class C,14,Supermarket,Credit 15 Days,28.111576,29.76994
998,Supermarket Guerrero-Mclaughlin,Traditional Trade,Class B,16,Wholesale,Cash,30.524065,32.351056
999,Hypermarket May-Brooks,Traditional Trade,Class B,19,Wholesale,Credit 30 Days,29.649229,29.934467
1000,Supermarket Shaw-Rodriguez,Modern Trade,Class A,27,Supermarket,Cash,28.584191,31.247057
1001,Grocery Brady-Gonzalez,HORECA,Class B,17,Kiosk,Cash,27.262497,29.324363
1002,Grocery Mcpherson Perez and Edwards,Modern Trade,Class C,35,Mini Market,Credit 15 Days,27.985979,32.955356
1003,Hypermarket Parker Ltd,HORECA,Class B,2,Wholesale,Cash,29.572732,29.437041
1004,Market Smith Group,Modern Trade,Class B,6,Kiosk,Credit 30 Days,28.300111,29.905686
1005,Grocery Kline-Wilkerson,Traditional Trade,Class A,17,Kiosk,Cash,27.274962,31.998656
1006,Market Elliott LLC,Traditional Trade,Class A,23,Restaurant,Credit 15 Days,27.346425,31.769214
1007,Grocery Jordan-Vasquez,HORECA,Class A,7,Supermarket,Credit 30 Days,30.135229,31.81852
1008,Hypermarket Daniel-Mitchell,HORECA,Class A,28,Kiosk,Credit 15 Days,27.258844,32.069335
1009,Grocery Crawford LLC,Modern Trade,Class C,26,Mini Market,Credit 15 Days,27.305672,30.017634
1010,Hypermarket Johnson Inc,Modern Trade,Class B,17,Cafeteria,Cash,27.936515,32.771581
1011,Market Craig-Powell,Traditional Trade,Class C,8,Cafeteria,Credit 30 Days,30.394823,29.478243
1012,Supermarket Wright Inc,Traditional Trade,Class C,26,Cafeteria,Credit 30 Days,29.79444,31.311777
1013,Market Rodgers Hawkins and Hernandez,HORECA,Class C,4,Restaurant,Cash,29.678662,30.645797
1014,Market Mcdonald-Anderson,HORECA,Class A,9,Mini Market,Credit 15 Days,30.393904,31.119637
1015,Market Rogers Inc,Traditional Trade,Class A,14,Restaurant,Credit 30 Days,30.196294,30.661847
1016,Hypermarket Gonzales PLC,HORECA,Class B,19,Wholesale,Credit 30 Days,29.78774,32.98704
1017,Grocery Yates-Torres,Modern Trade,Class A,30,Restaurant,Credit 30 Days,31.327341,29.286479
1018,Supermarket Jones Group,Traditional Trade,Class C,3,Supermarket,Credit 15 Days,30.179024,30.886866
1019,Hypermarket Anderson-Wolfe,HORECA,Class A,14,Cafeteria,Credit 15 Days,30.381437,32.749657
1020,Grocery Jacobs Weaver and Yoder,Modern Trade,Class B,20,Mini Market,Credit 15 Days,28.921034,31.146167
1021,Market Mack Salinas and Edwards,Modern Trade,Class A,28,Mini Market,Credit 30 Days,28.895713,30.751496
1022,Supermarket Page-Brown,Modern Trade,Class C,32,Cafeteria,Credit 30 Days,29.98694,31.746097
1023,Supermarket Schroeder-Klein,HORECA,Class C,17,Cafeteria,Credit 15 Days,31.422313,31.209464
1024,Hypermarket Ward Vargas and Arias,Modern Trade,Class C,1,Supermarket,Credit 30 Days,30.455105,31.366698
1025,Grocery Taylor-Chapman,Traditional Trade,Class B,34,Mini Market,Credit 30 Days,30.223416,29.90436
1026,Grocery Walker Bass and Johnson,Modern Trade,Class B,23,Cafeteria,Credit 30 Days,30.17915,32.441014
1027,Supermarket Rosales Short and Warner,Traditional Trade,Class B,18,Mini Market,Cash,27.199791,29.46339
1028,Market Cook LLC,Modern Trade,Class A,33,Restaurant,Credit 15 Days,29.095115,30.210438
1029,Supermarket Johnson PLC,HORECA,Class B,21,Mini Market,Cash,27.478425,31.271998
1030,Hypermarket Bailey Hampton and Rios,Modern Trade,Class C,14,Cafeteria,Credit 15 Days,27.023532,32.536334
1031,Supermarket Beltran and Sons,Modern Trade,Class B,2,Cafeteria,Credit 15 Days,29.053689,31.894356
1032,Supermarket Dickerson Ltd,HORECA,Class C,26,Wholesale,Credit 15 Days,29.528699,29.305626
1033,Supermarket Lee and Sons,HORECA,Class B,28,Kiosk,Cash,28.783562,32.053475
1034,Grocery Taylor-Caldwell,HORECA,Class A,25,Kiosk,Credit 30 Days,27.377556,32.36725
1035,Supermarket Gonzalez-Dorsey,HORECA,Class C,22,Cafeteria,Cash,27.411194,30.858462
1036,Supermarket Smith-Jones,HORECA,Class A,30,Supermarket,Cash,29.302111,31.85532
1037,Hypermarket Berg Mccarthy and Castro,Modern Trade,Class C,23,Mini Market,Credit 30 Days,28.043519,31.626187
1038,Market Gordon-Woodward,HORECA,Class B,22,Cafeteria,Credit 30 Days,30.851691,29.127857
1039,Market Chavez and Sons,Traditional Trade,Class B,6,Mini Market,Credit 30 Days,30.043846,32.708521
1040,Hypermarket Martinez and Sons,Traditional Trade,Class B,22,Restaurant,Credit 30 Days,28.823805,29.398178
1041,Grocery Rogers Ltd,Traditional Trade,Class B,2,Restaurant,Credit 15 Days,29.344095,30.952874
1042,Grocery Cook Group,HORECA,Class C,29,Cafeteria,Cash,28.539365,30.478275
1043,Supermarket Lopez LLC,Traditional Trade,Class B,34,Cafeteria,Credit 15 Days,28.270639,31.901407
1044,Market Tucker-Santos,HORECA,Class C,11,Supermarket,Cash,28.752735,30.909144
1045,Hypermarket Gould Inc,Modern Trade,Class C,21,Wholesale,Credit 30 Days,30.273292,32.373456
1046,Market Morgan-Calderon,HORECA,Class A,7,Wholesale,Cash,29.601215,29.813253
1047,Supermarket Jarvis Taylor and Flynn,HORECA,Class C,24,Cafeteria,Credit 30 Days,30.388718,29.953359
1048,Grocery Cruz-Mitchell,Traditional Trade,Class B,7,Supermarket,Credit 15 Days,27.304188,30.127612
1049,Hypermarket Hill Obrien and Williams,Modern Trade,Class B,28,Mini Market,Credit 30 Days,31.482385,32.621498
1050,Grocery Smith Roth and Williamson,Traditional Trade,Class C,2,Kiosk,Cash,28.899824,32.413521
1051,Hypermarket Bautista Huynh and Russell,Modern Trade,Class B,25,Supermarket,Credit 15 Days,27.410731,31.274975
1052,Grocery Brady and Sons,Traditional Trade,Class C,21,Wholesale,Credit 30 Days,27.201124,31.68279
1053,Grocery Franco and Sons,Modern Trade,Class C,10,Cafeteria,Cash,30.721198,32.189953
1054,Market Stokes Inc,Traditional Trade,Class B,34,Restaurant,Credit 30 Days,30.598804,29.957583
1055,Hypermarket Hopkins-Hall,Traditional Trade,Class B,22,Kiosk,Credit 15 Days,27.95838,31.132994
1056,Hypermarket Olsen Inc,Traditional Trade,Class B,12,Restaurant,Cash,28.04492,31.282815
1057,Market Chapman-Ford,Traditional Trade,Class A,35,Cafeteria,Credit 30 Days,29.169193,30.993697
1058,Hypermarket Stevenson-Lin,Traditional Trade,Class B,14,Kiosk,Credit 15 Days,31.426447,31.648515
1059,Market Figueroa-Landry,Modern Trade,Class B,2,Restaurant,Credit 30 Days,27.829431,32.191047
1060,Market Krause-Ramsey,Modern Trade,Class B,9,Mini Market,Credit 30 Days,29.641844,32.724272
1061,Market Cox Gonzalez and Kline,Modern Trade,Class A,7,Kiosk,Cash,28.646618,29.544398
1062,Supermarket Foster Sampson and Hardin,HORECA,Class B,29,Cafeteria,Cash,30.88177,31.733919
1063,Grocery Cooper Group,Traditional Trade,Class A,27,Restaurant,Cash,30.991816,29.32198
1064,Supermarket Hall Carter and Smith,Traditional Trade,Class A,35,Cafeteria,Cash,28.884769,29.846015
1065,Grocery Gaines Reeves and Miller,Modern Trade,Class C,1,Mini Market,Credit 15 Days,27.700392,32.367242
1066,Supermarket Gates Williams and Parks,Modern Trade,Class C,31,Wholesale,Cash,29.362078,31.032433
1067,Supermarket Snow Ltd,Modern Trade,Class C,14,Cafeteria,Cash,29.011476,30.771862
1068,Market Hess LLC,Modern Trade,Class C,7,Kiosk,Cash,29.980472,29.822308
1069,Hypermarket Sandoval Group,Traditional Trade,Class A,34,Cafeteria,Credit 15 Days,28.133899,29.559362
1070,Market Burgess-Shaffer,Traditional Trade,Class A,23,Cafeteria,Credit 30 Days,31.042435,32.91928
1071,Market Gonzalez-Watkins,HORECA,Class B,7,Mini Market,Credit 30 Days,27.633409,30.965732
1072,Supermarket Contreras-Mcfarland,Modern Trade,Class C,33,Mini Market,Cash,29.243894,29.145325
1073,Market Oliver-Woodard,Traditional Trade,Class B,8,Supermarket,Cash,31.148453,30.937082
1074,Supermarket Sparks LLC,HORECA,Class A,4,Wholesale,Credit 15 Days,31.347463,30.374122
1075,Hypermarket Lee Richardson and Dixon,Modern Trade,Class B,20,Restaurant,Credit 15 Days,29.532715,31.517918
1076,Grocery Mitchell Solis and Fritz,Traditional Trade,Class B,7,Cafeteria,Cash,28.792853,30.142548
1077,Hypermarket Vega Ltd,Traditional Trade,Class B,33,Cafeteria,Cash,28.523888,29.49052
1078,Supermarket Norman PLC,Modern Trade,Class B,16,Cafeteria,Cash,30.519482,30.46927
1079,Market Holt Cooper and Wilson,HORECA,Class B,24,Kiosk,Cash,30.563791,29.698893
1080,Market Cantrell-Wood,HORECA,Class B,28,Cafeteria,Credit 15 Days,29.353671,30.946028
1081,Market Torres PLC,HORECA,Class C,16,Supermarket,Credit 30 Days,28.972005,30.879472
1082,Hypermarket Benitez Olson and Kelly,Traditional Trade,Class B,27,Kiosk,Credit 15 Days,28.28035,32.200905
1083,Grocery Thornton Rice and Chase,Traditional Trade,Class C,14,Supermarket,Credit 30 Days,29.171756,30.835351
1084,Supermarket Baird Inc,Modern Trade,Class C,20,Kiosk,Credit 15 Days,27.549959,32.253667
1085,Hypermarket Pruitt-Ashley,Traditional Trade,Class C,14,Mini Market,Cash,27.893789,31.115251
1086,Supermarket Morales Cabrera and Huffman,HORECA,Class B,29,Cafeteria,Credit 15 Days,30.142549,30.685002
1087,Grocery Melendez-Pham,Traditional Trade,Class C,34,Wholesale,Cash,27.976916,29.153772
1088,Grocery Thomas-Walker,Traditional Trade,Class B,26,Supermarket,Cash,29.592689,31.312745
1089,Market Jones-Crawford,Traditional Trade,Class A,31,Wholesale,Cash,27.909298,31.87976
1090,Market Hall-Brown,Traditional Trade,Class A,31,Cafeteria,Credit 30 Days,29.330035,30.90848
1091,Supermarket Bradley-Clark,Modern Trade,Class C,10,Cafeteria,Cash,28.014423,29.116885
1092,Grocery Reynolds Group,Traditional Trade,Class B,31,Cafeteria,Cash,27.742908,29.185821
1093,Supermarket Melton Inc,Traditional Trade,Class B,6,Wholesale,Credit 30 Days,27.678513,29.846655
1094,Market Smith Robertson and Blake,Modern Trade,Class C,29,Restaurant,Credit 30 Days,29.805757,30.390481
1095,Grocery Patterson and Sons,HORECA,Class A,25,Wholesale,Cash,29.345771,30.41216
1096,Hypermarket Barnes Ltd,Traditional Trade,Class A,19,Supermarket,Credit 15 Days,30.808578,29.305134
1097,Hypermarket Rivers Ltd,HORECA,Class A,3,Mini Market,Cash,28.072071,29.879835
1098,Grocery Smith Nixon and George,Modern Trade,Class A,30,Cafeteria,Credit 15 Days,27.218537,32.18084
1099,Grocery Ross-Williams,Modern Trade,Class A,25,Cafeteria,Credit 15 Days,27.764102,31.778573
1100,Market Martin-Johnson,HORECA,Class A,23,Wholesale,Credit 15 Days,28.065449,30.321029
1101,Hypermarket Shaw Carter and Austin,HORECA,Class B,35,Mini Market,Credit 15 Days,27.242611,32.187696
1102,Hypermarket Johnson Shah and Best,Modern Trade,Class C,7,Kiosk,Credit 15 Days,27.866945,32.352555
1103,Market Shea-Kim,HORECA,Class B,34,Mini Market,Cash,28.498572,29.829144
1104,Hypermarket Johnston and Sons,Modern Trade,Class C,11,Supermarket,Cash,27.650699,30.135625
1105,Supermarket Thompson-Richardson,HORECA,Class B,21,Wholesale,Credit 30 Days,29.442114,29.07766
1106,Hypermarket Phillips-Vega,Traditional Trade,Class B,13,Cafeteria,Credit 15 Days,29.453228,30.53445
1107,Hypermarket Thompson Ltd,Traditional Trade,Class B,25,Kiosk,Cash,30.326238,29.017814
1108,Supermarket Taylor Inc,Traditional Trade,Class C,7,Supermarket,Credit 30 Days,30.750524,31.510399
1109,Supermarket Evans Ltd,HORECA,Class C,15,Cafeteria,Credit 30 Days,31.461796,31.124116
1110,Hypermarket Herman Inc,HORECA,Class B,31,Wholesale,Credit 30 Days,27.700028,31.187188
1111,Supermarket Myers Medina and Thomas,Traditional Trade,Class C,35,Cafeteria,Credit 15 Days,30.078549,29.982515
1112,Hypermarket Lyons Young and Wolf,Modern Trade,Class B,1,Wholesale,Credit 15 Days,28.207446,32.845648
1113,Supermarket Smith-Simmons,Modern Trade,Class B,4,Wholesale,Credit 30 Days,30.032869,32.850944
1114,Hypermarket Arroyo and Sons,Traditional Trade,Class A,20,Cafeteria,Cash,30.683477,31.114266
1115,Hypermarket Miller Mendoza and Oliver,Traditional Trade,Class A,32,Wholesale,Credit 30 Days,30.821584,31.844932
1116,Hypermarket Romero-Henderson,Modern Trade,Class B,26,Mini Market,Credit 15 Days,28.318554,29.370851
1117,Supermarket Bryan-Smith,Traditional Trade,Class C,11,Supermarket,Credit 15 Days,30.822148,29.773679
1118,Hypermarket Bright and Sons,Modern Trade,Class B,1,Cafeteria,Credit 15 Days,31.237102,29.135213
1119,Market Stokes-Marshall,HORECA,Class C,10,Supermarket,Credit 30 Days,28.365285,32.250717
